System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:02:05:898, 6616986792020,   15.996,   24.000, 1900,   7.326, 233.244,  64.790,   3.864, 182.926,  50.813, 58,  0,   1.785,  22.748,   6.319,   0.070,   1.818,   0.505,  30.000,  35.000,  60.000,  45.000,  45.000,   15,   2.672
17:02:06:007, 6617217481806,   16.105,   17.000, 2500,   6.764, 233.983,  64.995,   3.564, 183.315,  50.921, 59,  0,   1.225,  22.882,   6.356,   0.009,   1.819,   0.505,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:02:06:133, 6617483379894,   16.231,   15.000, 3000,   9.224, 235.144,  65.318,   6.590, 184.145,  51.151, 60,  0,   1.105,  23.021,   6.395,   0.012,   1.821,   0.506,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.099
17:02:06:240, 6617710191630,   16.338,   23.000,  900,   7.373, 235.936,  65.538,   3.822, 184.555,  51.265, 58,  0,   0.838,  23.111,   6.420,   0.007,   1.822,   0.506,  30.000,  35.000,  60.000,  45.000,  45.000,   20,   0.000
17:02:06:371, 6617987468366,   16.470,   55.000, 3000,  13.393, 237.694,  66.026,  10.061, 185.876,  51.632, 70,  0,   1.289,  23.280,   6.467,   0.115,   1.837,   0.510,  30.000,  35.000,  60.000,  45.000,  45.000,    7,   1.194

Total Elapsed Time (sec) = 16.469768
Measured RDTSC Frequency (GHz) = 2.112

Cumulative Processor Energy_0 (Joules) = 237.694214
Cumulative Processor Energy_0 (mWh) = 66.026171
Average Processor Power_0 (Watt) = 14.432153

Cumulative IA Energy_0 (Joules) = 185.875916
Cumulative IA Energy_0 (mWh) = 51.632199
Average IA Power_0 (Watt) = 11.285886

Cumulative DRAM Energy_0 (Joules) = 23.280457
Cumulative DRAM Energy_0 (mWh) = 6.466793
Average DRAM Power_0 (Watt) = 1.413527

Cumulative GT Energy_0 (Joules) = 1.836792
Cumulative GT Energy_0 (mWh) = 0.510220
Average GT Power_0 (Watt) = 0.111525
