System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:01:31:106, 6543507756814,   16.489,   40.000, 3000,  16.948, 254.435,  70.677,  13.772, 202.554,  56.265, 76,  0,   1.495,  23.712,   6.587,   0.006,   2.020,   0.561,  30.000,  35.000,  60.000,  45.000,  45.000,    0,   0.000
17:01:31:215, 6543737900816,   16.598,   52.000, 2600,  20.661, 256.687,  71.302,  17.147, 204.422,  56.784, 71,  0,   2.693,  24.005,   6.668,   0.015,   2.021,   0.561,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.118
17:01:31:330, 6543981385288,   16.713,   56.000, 3400,  19.102, 258.889,  71.914,  15.648, 206.226,  57.285, 75,  0,   1.968,  24.232,   6.731,   0.080,   2.030,   0.564,  30.000,  35.000,  60.000,  45.000,  45.000,   19,   3.054
17:01:31:467, 6544269982696,   16.850,   62.000, 3200,  24.141, 262.188,  72.830,  20.808, 209.070,  58.075, 82,  0,   1.423,  24.427,   6.785,   0.043,   2.036,   0.566,  30.000,  35.000,  60.000,  45.000,  45.000,    9,   1.395
17:01:31:593, 6544535035072,   16.976,   26.000, 2400,  11.610, 263.645,  73.235,   8.124, 210.089,  58.358, 69,  0,   1.907,  24.666,   6.852,   0.006,   2.037,   0.566,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:01:31:715, 6544793722088,   17.098,   29.000, 2400,   9.875, 264.854,  73.571,   6.481, 210.883,  58.579, 67,  0,   1.794,  24.886,   6.913,   0.014,   2.039,   0.566,  30.000,  35.000,  60.000,  45.000,  45.000,    3,   0.101
17:01:31:825, 6545025605244,   17.208,   38.000, 2900,  12.662, 266.245,  73.957,   9.312, 211.905,  58.863, 69,  0,   1.585,  25.060,   6.961,   0.008,   2.040,   0.567,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:01:31:952, 6545293391494,   17.335,   17.000, 3200,  12.659, 267.850,  74.403,   9.318, 213.087,  59.191, 65,  0,   1.262,  25.220,   7.006,   0.182,   2.063,   0.573,  30.000,  35.000,  60.000,  45.000,  45.000,   42,   7.688
17:01:32:062, 6545525702720,   17.445,   17.000, 2900,   8.655, 268.802,  74.667,   5.573, 213.700,  59.361, 62,  0,   0.996,  25.329,   7.036,   0.009,   2.064,   0.573,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:01:32:249, 6545920328050,   17.631,   29.000, 3000,  13.168, 271.262,  75.351,   9.961, 215.561,  59.878, 66,  0,   1.250,  25.563,   7.101,   0.008,   2.065,   0.574,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.067
17:01:32:249, 6545928087774,   17.635,   16.000, 3000,  15.449, 271.319,  75.366,  12.742, 215.608,  59.891, 64,  0,   1.146,  25.567,   7.102,   0.183,   2.066,   0.574,  30.000,  35.000,  60.000,  45.000,  45.000,  125,   0.000

Total Elapsed Time (sec) = 17.635119
Measured RDTSC Frequency (GHz) = 2.112

Cumulative Processor Energy_0 (Joules) = 271.318909
Cumulative Processor Energy_0 (mWh) = 75.366364
Average Processor Power_0 (Watt) = 15.385147

Cumulative IA Energy_0 (Joules) = 215.608032
Cumulative IA Energy_0 (mWh) = 59.891120
Average IA Power_0 (Watt) = 12.226060

Cumulative DRAM Energy_0 (Joules) = 25.567261
Cumulative DRAM Energy_0 (mWh) = 7.102017
Average DRAM Power_0 (Watt) = 1.449792

Cumulative GT Energy_0 (Joules) = 2.065857
Cumulative GT Energy_0 (mWh) = 0.573849
Average GT Power_0 (Watt) = 0.117144
